,LAT,LNG,ID,Usage Cost,Connecting Points Charger,Date Created,Charging Point Enabled,Operator Title,Address Title,Address Line,Town,geometry,Province
3845,52.63939,6.070349,38618,0.0,2,2015-01-09,True,EVnetNL,Havendijk,Havendijk,Zwartewaterland,POINT (6.070349 52.63939),Overijssel
3852,52.63316,6.20815,38605,0.0,1,2015-01-09,True,EV-Box,Wethouder Ohmannstraat 5,Wethouder Ohmannstraat 5,Staphorst,POINT (6.20815 52.63316),Overijssel
3854,52.62915,6.55124,38601,0.0,1,2015-01-09,True,EV-Box,Auke Vosstraat 61,Auke Vosstraat 61,Hardenberg,POINT (6.55124 52.62915),Overijssel
3857,52.626631,6.555863,38595,0.0,2,2015-01-09,True,EVnetNL,Herenstraat 30,Herenstraat 30,Hardenberg,POINT (6.555863 52.626631),Overijssel
3861,52.623844,6.040781,38590,0.0,1,2015-01-09,True,Stadtwerke Clausthal-Zellerfeld,Havenplein 1b,Havenplein 1b,Zwartewaterland,POINT (6.040781 52.623844),Overijssel
3864,52.6199035644531,6.05465650558472,38585,0.0,1,2015-01-09,True,The New Motion (BE),Schering 31,Schering 31,Zwartewaterland,POINT (6.05465650558472 52.6199035644531),Overijssel
3869,52.61563,6.05718,38579,0.0,1,2015-01-09,True,EV-Box,De Blokmat 11,De Blokmat 11,Zwartewaterland,POINT (6.05718 52.61563),Overijssel
3872,52.60922,6.62546,38575,0.0,1,2015-01-09,True,EV-Box,Vliermansweg 6,Vliermansweg 6,Hardenberg,POINT (6.62546 52.60922),Overijssel
3879,52.6007,6.454792,38566,0.0,2,2015-01-09,True,EVnetNL,Meester Zacharias Tijllaan 1,Meester Zacharias Tijllaan 1,Hardenberg,POINT (6.454792 52.6007),Overijssel
3882,52.590111,6.089203,38560,0.0,1,2015-01-09,True,Stadtwerke Clausthal-Zellerfeld,Kaai 5,Kaai 5,Zwartewaterland,POINT (6.089203 52.590111),Overijssel
3887,52.577333,6.617914,38553,0.0,2,2015-01-09,True,EVnetNL,Vechtvoorde,Vechtvoorde,Hardenberg,POINT (6.617914 52.577333),Overijssel
3888,52.576345,6.637655,38552,0.0,2,2015-01-09,True,EVnetNL,Hondsdraf 2a,Hondsdraf 2a,Hardenberg,POINT (6.637655 52.576345),Overijssel
3889,52.57583,5.8654,38550,0.0,1,2015-01-09,True,EV-Box,Genuakade 6,Genuakade 6,Kampen,POINT (5.8654 52.57583),Overijssel
3891,52.5751495361328,6.28445816040039,38548,0.0,1,2015-01-09,True,The New Motion (BE),Veenslag 16,Veenslag 16,Dalfsen,POINT (6.28445816040039 52.5751495361328),Overijssel
3892,52.5751132,6.60006210000006,38547,0.0,2,2015-01-09,True,The New Motion (BE),Stelling 5,Stelling 5,Hardenberg,POINT (6.60006210000006 52.5751132),Overijssel
3894,52.5745658874512,6.59534454345703,38545,0.0,2,2015-01-09,True,The New Motion (BE),Kruiwiel 1,Kruiwiel 1,Hardenberg,POINT (6.59534454345703 52.5745658874512),Overijssel
3895,52.573754,6.291913,38544,0.0,2,2015-01-09,True,EVnetNL,Grote Markt,Grote Markt,Dalfsen,POINT (6.291913 52.573754),Overijssel
3897,52.56348,5.89142,38535,0.0,1,2015-01-09,True,EV-Box,Haatlanderdijk 6,Haatlanderdijk 6,Kampen,POINT (5.89142 52.56348),Overijssel
3898,52.5630335,5.8834187,38534,0.0,2,2015-01-09,True,The New Motion (BE),Stoomstraat 3,Stoomstraat 3,Kampen,POINT (5.8834187 52.5630335),Overijssel
3899,52.562519,5.936404,38532,0.0,1,2015-01-09,True,EVnetNL,Oosterholtseweg 18,Oosterholtseweg 18,Kampen,POINT (5.936404 52.562519),Overijssel
3901,52.561273,5.902496,38529,0.0,1,2015-01-09,True,EVnetNL,Doctor Damstraat 1,Doctor Damstraat 1,Kampen,POINT (5.902496 52.561273),Overijssel
3902,52.560472,5.914103,38526,0.0,2,2015-01-09,True,EVnetNL,Buiten Nieuwstraat 69,Buiten Nieuwstraat 69,Kampen,POINT (5.914103 52.560472),Overijssel
3907,52.55787,6.6259,38519,0.0,2,2015-01-09,True,Ecotap,Energieweg,Energieweg,Hardenberg,POINT (6.6259 52.55787),Overijssel
3910,52.5552978515625,5.91450309753418,38514,0.0,1,2015-01-09,True,The New Motion (BE),2e Ebbingestraat 9,2e Ebbingestraat 9,Kampen,POINT (5.91450309753418 52.5552978515625),Overijssel
3912,52.5521,5.914074,38511,0.0,2,2015-01-09,True,EVnetNL,Burgemeester Berghuisplein,Burgemeester Berghuisplein,Kampen,POINT (5.914074 52.5521),Overijssel
3923,52.538095,6.053925,38483,0.0,1,2015-01-09,True,EVnetNL,Fioringras 59,Fioringras 59,Zwolle,POINT (6.053925 52.538095),Overijssel
3924,52.53808,6.17552,38482,0.0,1,2015-01-09,True,EV-Box,Steinfurtstraat 1,Steinfurtstraat 1,Zwolle,POINT (6.17552 52.53808),Overijssel
3925,52.53795,6.1698,38481,0.0,1,2015-01-09,True,EV-Box,Kleefstraat 8,Kleefstraat 8,Zwolle,POINT (6.1698 52.53795),Overijssel
3926,52.5362930297852,6.03939056396484,38477,0.0,1,2015-01-09,True,The New Motion (BE),Oldruitenborghstraat 26,Oldruitenborghstraat 26,Zwolle,POINT (6.03939056396484 52.5362930297852),Overijssel
3928,52.5356347,6.06597399999998,38472,0.0,1,2015-01-09,True,The New Motion (BE),Bussenmakerstraat 33,Bussenmakerstraat 33,Zwolle,POINT (6.06597399999998 52.5356347),Overijssel
3930,52.534935,6.055133,38469,0.0,2,2015-01-09,True,EVnetNL,Belvédèrelaan 33,Belvédèrelaan 33,Zwolle,POINT (6.055133 52.534935),Overijssel
3931,52.5346890085585,6.42591333389282,38463,0.0,2,2015-01-09,True,The New Motion (BE),Pieter Bruegelstraat 5,Pieter Bruegelstraat 5,Ommen,POINT (6.42591333389282 52.5346890085585),Overijssel
3932,52.5342597961426,6.06826305389404,38462,0.0,1,2015-01-09,True,The New Motion (BE),Boogmakerstraat 18,Boogmakerstraat 18,Zwolle,POINT (6.06826305389404 52.5342597961426),Overijssel
3933,52.53236,5.915698,38454,0.0,2,2015-01-09,True,EVnetNL,Burgemeester van Tuinenplein,Burgemeester van Tuinenplein,Kampen,POINT (5.915698 52.53236),Overijssel
3934,52.532018,6.311511,38452,0.0,2,2015-01-09,True,EVnetNL,Ds. de Bruijnpassage,Ds. de Bruijnpassage,Oudleusen,POINT (6.311511 52.532018),Overijssel
3935,52.5299591,6.0595041,38447,0.0,1,2015-01-09,True,The New Motion (BE),Zomerdijkstraat 36,Zomerdijkstraat 36,Zwolle,POINT (6.0595041 52.5299591),Overijssel
3936,52.5272903442383,6.05413055419922,38438,0.0,1,2015-01-09,True,The New Motion (BE),Griendstraat 4,Griendstraat 4,Zwolle,POINT (6.05413055419922 52.5272903442383),Overijssel
3937,52.527073,6.08318,38437,0.0,2,2015-01-09,True,EVnetNL,Porporastraat 96,Porporastraat 96,Zwolle,POINT (6.08318 52.527073),Overijssel
3938,52.52621,6.42277,38435,0.0,1,2015-01-09,True,EV-Box,Van Reeuwijkstraat 42,Van Reeuwijkstraat 42,Ommen,POINT (6.42277 52.52621),Overijssel
3939,52.52529,6.050613,38431,0.0,1,2015-01-09,True,EVnetNL,Rozenweg 31,Rozenweg 31,Zwolle,POINT (6.050613 52.52529),Overijssel
3940,52.525262,6.419958,38430,0.0,1,2015-01-09,True,EVnetNL,Van Reeuwijkstraat 6a,Van Reeuwijkstraat 6a,Ommen,POINT (6.419958 52.525262),Overijssel
3943,52.523598,6.077227,38423,0.0,2,2015-01-09,True,EVnetNL,Von Weberhof 1,Von Weberhof 1,Zwolle,POINT (6.077227 52.523598),Overijssel
3944,52.523125,6.080713,38420,0.0,2,2015-01-09,True,EVnetNL,Schumannlaan 55,Schumannlaan 55,Zwolle,POINT (6.080713 52.523125),Overijssel
3945,52.522583624123,6.1180865764618,38417,0.0,2,2015-01-09,True,(Unknown Operator),Ceintuurbaan 26A,Ceintuurbaan 26A,Zwolle,POINT (6.1180865764618 52.522583624123),Overijssel
3947,52.522157,6.050223,38415,0.0,2,2015-01-09,True,EVnetNL,Petuniaplein 1,Petuniaplein 1,Zwolle,POINT (6.050223 52.522157),Overijssel
3950,52.520256,6.10412,38408,0.0,1,2015-01-09,True,EVnetNL,Van Wevelinkhovenstraat,Van Wevelinkhovenstraat,Zwolle,POINT (6.10412 52.520256),Overijssel
3954,52.51583565764,6.0956928133965,38392,0.0,2,2015-01-09,True,(Unknown Operator),Noordereiland,Noordereiland,Zwolle,POINT (6.0956928133965 52.51583565764),Overijssel
3955,52.515395,6.117722,38389,0.0,2,2015-01-09,True,EVnetNL,Betje Wolffstraat 2,Betje Wolffstraat 2,Zwolle,POINT (6.117722 52.515395),Overijssel
3956,52.51505,6.08398,38387,0.0,1,2015-01-09,True,EV-Box,Katerdijk,Katerdijk,Zwolle,POINT (6.08398 52.51505),Overijssel
3957,52.514295,6.090481,38382,0.0,1,2015-01-09,True,EVnetNL,Buitenkant 6,Buitenkant 6,Zwolle,POINT (6.090481 52.514295),Overijssel
3958,52.51178,6.5454,38373,0.0,1,2015-01-09,True,EV-Box,Beerzerweg 2,Beerzerweg 2,Ommen,POINT (6.5454 52.51178),Overijssel
3966,52.510158129246,6.0908860552254,38357,0.0,2,2015-01-09,True,EVnetNL,Potgietersingel 1 a,Potgietersingel 1 a,Zwolle,POINT (6.0908860552254 52.510158129246),Overijssel
3968,52.5079932775424,6.12495999999999,38338,0.0,1,2015-01-09,True,EV-Box,Dokter van Deenweg,Dokter van Deenweg,Zwolle,POINT (6.12495999999999 52.5079932775424),Overijssel
3973,52.506627,6.103018,38328,0.0,2,2015-01-09,True,EVnetNL,Assendorperdijk 42,Assendorperdijk 42,Zwolle,POINT (6.103018 52.506627),Overijssel
3978,52.50608075420118,6.079298219747553,38321,0.3426,2,2015-01-09,True,(Private Residence/Individual),Auto Palace Zwolle B.V. ,Willemsvaart 18a,Zwolle,POINT (6.079298219747553 52.50608075420118),Overijssel
3980,52.5049667358398,6.12333488464356,38312,0.0,1,2015-01-09,True,The New Motion (BE),Wipstrikpark 145,Wipstrikpark 145,Zwolle,POINT (6.12333488464356 52.5049667358398),Overijssel
3982,52.50388,6.088435,38305,0.0,2,2015-01-09,True,EVnetNL,Hanzelaan,Hanzelaan,Zwolle,POINT (6.088435 52.50388),Overijssel
3992,52.50006,6.06988,38282,0.0,1,2015-01-09,True,EV-Box,Ruiterlaan 3C,Ruiterlaan 3C,Zwolle,POINT (6.06988 52.50006),Overijssel
3994,52.499197154931,6.1297598853707,38277,0.0,2,2015-01-09,True,(Unknown Operator),Curieweg,Curieweg,Zwolle,POINT (6.1297598853707 52.499197154931),Overijssel
3995,52.498686,6.260139,38276,0.0,2,2015-01-09,True,EVnetNL,Stationsweg,Stationsweg,Dalfsen,POINT (6.260139 52.498686),Overijssel
3999,52.49688,6.093319,38270,0.0,2,2015-01-09,True,EVnetNL,Forelkolk 21,Forelkolk 21,Zwolle,POINT (6.093319 52.49688),Overijssel
4001,52.4962921142578,6.09283304214478,38266,0.0,1,2015-01-09,True,The New Motion (BE),Zalmkolk 6,Zalmkolk 6,Zwolle,POINT (6.09283304214478 52.4962921142578),Overijssel
4018,52.4878196716309,6.13813304901123,38233,0.0,1,2015-01-09,True,The New Motion (BE),Paxtonstraat 17A,Paxtonstraat 17A,Zwolle,POINT (6.13813304901123 52.4878196716309),Overijssel
4019,52.487511,6.116622,38232,0.0,2,2015-01-09,True,EVnetNL,Gruitmeesterslaan 145,Gruitmeesterslaan 145,Zwolle,POINT (6.116622 52.487511),Overijssel
4021,52.485929,6.229868,38226,0.0,2,2015-01-09,True,EVnetNL,Kerkstraat 15A,Kerkstraat 15A,Dalfsen,POINT (6.229868 52.485929),Overijssel
4022,52.4858016967773,6.13872241973877,38225,0.0,1,2015-01-09,True,The New Motion (BE),Rietveldstraat 10,Rietveldstraat 10,Zwolle,POINT (6.13872241973877 52.4858016967773),Overijssel
4025,52.483238,6.1128,38213,0.0,2,2015-01-09,True,EVnetNL,Broederschap 2T 1,Broederschap 2T 1,Zwolle,POINT (6.1128 52.483238),Overijssel
4047,52.462444,6.494854,38159,0.0,2,2015-01-09,True,EVnetNL,Brinkstraat 20,Brinkstraat 20,Twenterand,POINT (6.494854 52.462444),Overijssel
4052,52.46087,6.49591,38153,0.0,1,2015-01-09,True,EV-Box,Dorpsstraat 20,Dorpsstraat 20,Twenterand,POINT (6.49591 52.46087),Overijssel
4055,52.459327,6.566686,38149,0.0,2,2015-01-09,True,EVnetNL,Koningin Beatrixlaan 21,Koningin Beatrixlaan 21,Twenterand,POINT (6.566686 52.459327),Overijssel
4064,52.44881,6.57768,38125,0.0,1,2015-01-09,True,EV-Box,Kalkwijk 5,Kalkwijk 5,Twenterand,POINT (6.57768 52.44881),Overijssel
4070,52.445846,6.342437,38119,0.0,1,2015-01-09,True,Stadtwerke Clausthal-Zellerfeld,Kroonplein 4,Kroonplein 4,Dalfsen,POINT (6.342437 52.445846),Overijssel
4080,52.43639,6.58322799999996,38102,0.0,1,2015-01-09,True,The New Motion (BE),Nonkeswijk 2,Nonkeswijk 2,Hellendoorn,POINT (6.58322799999996 52.43639),Overijssel
4088,52.4307,6.54083,38087,0.0,1,2015-01-09,True,EV-Box,Wierdenseweg,Wierdenseweg,Hellendoorn,POINT (6.54083 52.4307),Overijssel
4104,52.409311,6.624622,38047,0.0,2,2015-01-09,True,EVnetNL,Manitobaplein,Manitobaplein,Twenterand,POINT (6.624622 52.409311),Overijssel
4109,52.4044611127388,6.63554906845093,38039,0.0,1,2015-01-09,True,EV-Box,De Zuivering,De Zuivering,Twenterand,POINT (6.63554906845093 52.4044611127388),Overijssel
4135,52.3961868286133,6.23049402236939,37993,0.0,1,2015-01-09,True,The New Motion (BE),Hogeweg 25,Hogeweg 25,Olst-Wijhe,POINT (6.23049402236939 52.3961868286133),Overijssel
4167,52.386759,6.278203,37933,0.0,1,2015-01-09,True,EVnetNL,Schapenstraat 1,Schapenstraat 1,Raalte,POINT (6.278203 52.386759),Overijssel
4169,52.385213187842,6.1293196678162,37923,0.0,1,2015-01-09,True,(Unknown Operator),Raadhuisplein 1,Raadhuisplein 1,Olst-Wijhe,POINT (6.1293196678162 52.385213187842),Overijssel
4171,52.3851165771484,6.12970113754272,37921,0.0,1,2015-01-09,True,The New Motion (BE),Raadhuisplein 1,Raadhuisplein 1,Olst-Wijhe,POINT (6.12970113754272 52.3851165771484),Overijssel
4186,52.3828430175781,6.13207912445068,37894,0.0,1,2015-01-09,True,The New Motion (BE),Industrieweg 2,Industrieweg 2,Olst-Wijhe,POINT (6.13207912445068 52.3828430175781),Overijssel
4188,52.382724479521,6.1315879834672,37892,0.0,2,2015-01-09,True,(Unknown Operator),Industrieweg 4,Industrieweg 4,Olst-Wijhe,POINT (6.1315879834672 52.382724479521),Overijssel
4197,52.381974914471,6.8033201693834,37882,0.0,2,2015-01-09,True,(Unknown Operator),Oldenzaalseweg,Oldenzaalseweg,Tubbergen,POINT (6.8033201693834 52.381974914471),Overijssel
4200,52.381578709005,6.2914860248566,37876,0.0,2,2015-01-09,True,(Unknown Operator),Klipperweg 4,Klipperweg 4,Raalte,POINT (6.2914860248566 52.381578709005),Overijssel
4208,52.3803405761719,6.61295413970947,37864,0.0,2,2015-01-09,True,The New Motion (BE),Bedrijvenpark Twente 96,Bedrijvenpark Twente 96,Almelo,POINT (6.61295413970947 52.3803405761719),Overijssel
4233,52.3771171569824,6.47846698760986,37825,0.0,1,2015-01-09,True,The New Motion (BE),Walstro 52,Walstro 52,Hellendoorn,POINT (6.47846698760986 52.3771171569824),Overijssel
4315,52.366825,6.465244,37674,0.0,1,2015-01-09,True,EVnetNL,G van der Muelenweg 1-01,G van der Muelenweg 1-01,Hellendoorn,POINT (6.465244 52.366825),Overijssel
4321,52.36578,6.442703,37658,0.0,1,2015-01-09,True,EVnetNL,Nijverdalsebergweg,Nijverdalsebergweg,Hellendoorn,POINT (6.442703 52.36578),Overijssel
4357,52.360538695267,6.5091526508331,37577,0.0,2,2015-01-09,True,(Unknown Operator),Marie Curiestraat 6,Marie Curiestraat 6,Hellendoorn,POINT (6.5091526508331 52.360538695267),Overijssel
4358,52.360524,6.66899,37576,0.0,1,2015-01-09,True,EVnetNL,Winkelsteeg,Winkelsteeg,Almelo,POINT (6.66899 52.360524),Overijssel
4399,52.355356,6.592883,37502,0.0,2,2015-01-09,True,EVnetNL,Plantsoenlaan 1,Plantsoenlaan 1,Wierden,POINT (6.592883 52.355356),Overijssel
4419,52.353062,6.661598,37461,0.0,1,2015-01-09,True,EVnetNL,Poulinkstraat 5-1,Poulinkstraat 5-1,Almelo,POINT (6.661598 52.353062),Overijssel
4424,52.352777,6.666158,37452,0.0,1,2015-01-09,True,EVnetNL,Bavinkstraat,Bavinkstraat,Almelo,POINT (6.666158 52.352777),Overijssel
4530,52.337022,6.11101,37255,0.0,1,2015-01-09,True,EVnetNL,Jan Schamhartstraat 5/A,Jan Schamhartstraat 5/A,Olst-Wijhe,POINT (6.11101 52.337022),Overijssel
4544,52.3340530395508,6.10640573501587,37230,0.0,1,2015-01-09,True,The New Motion (BE),de Pas 58,de Pas 58,Olst-Wijhe,POINT (6.10640573501587 52.3340530395508),Overijssel
4545,52.33357,6.69323,37229,0.0,1,2015-01-09,True,EV-Box,Bavinkelsweg,Bavinkelsweg,Almelo,POINT (6.69323 52.33357),Overijssel
4546,52.332771,6.280817,37226,0.0,1,2015-01-09,True,EVnetNL,Dorpsplein,Dorpsplein,Raalte,POINT (6.280817 52.332771),Overijssel
4549,52.332627,6.639258,37223,0.0,1,2015-01-09,True,(Unknown Operator),De Ral 49,De Ral 49,Almelo,POINT (6.639258 52.332627),Overijssel
4555,52.32969,6.7858,37212,0.0,1,2015-01-09,True,EV-Box,Bornsestraat 58,Bornsestraat 58,Dinkelland,POINT (6.7858 52.32969),Overijssel
4561,52.3269081115723,6.644935131073,37199,0.0,1,2015-01-09,True,The New Motion (BE),Twentepoort West 38,Twentepoort West 38,Almelo,POINT (6.644935131073 52.3269081115723),Overijssel
4579,52.32053,6.65652,37162,0.0,1,2015-01-09,True,EV-Box,A35,A35,Almelo,POINT (6.65652 52.32053),Overijssel
4580,52.3200340270996,6.76198053359985,37161,0.0,1,2015-01-09,True,The New Motion (BE),Kolklanden 3,Kolklanden 3,Borne,POINT (6.76198053359985 52.3200340270996),Overijssel
4583,52.31744,6.51927,37156,0.0,1,2015-01-09,True,EV-Box,Nijverheidsstraat 42B,Nijverheidsstraat 42B,Rijssen-Holten,POINT (6.51927 52.31744),Overijssel
4594,52.3147939939186,6.51922753453221,37137,0.0,2,2015-01-09,True,The New Motion (BE),Galvanistraat 7,Galvanistraat 7,Rijssen-Holten,POINT (6.51922753453221 52.3147939939186),Overijssel
4598,52.3131370544434,6.91368341445923,37124,0.0,1,2015-01-09,True,The New Motion (BE),Jan Jansstraat 20,Jan Jansstraat 20,Oldenzaal,POINT (6.91368341445923 52.3131370544434),Overijssel
4601,52.3118629455566,6.92466831207275,37121,0.0,1,2015-01-09,True,The New Motion (BE),Deurningerstraat 42,Deurningerstraat 42,Oldenzaal,POINT (6.92466831207275 52.3118629455566),Overijssel
4602,52.311744,6.930007,37120,0.0,1,2015-01-09,True,EVnetNL,Ganzenmarkt 44,Ganzenmarkt 44,Oldenzaal,POINT (6.930007 52.311744),Overijssel
4608,52.311377,6.520223,37114,0.0,1,2015-01-09,True,EVnetNL,Stationsdwarsweg 7,Stationsdwarsweg 7,Rijssen-Holten,POINT (6.520223 52.311377),Overijssel
4620,52.305969,6.520488,37087,0.0,1,2015-01-09,True,EVnetNL,Walstraat,Walstraat,Rijssen-Holten,POINT (6.520488 52.305969),Overijssel
4656,52.299615,6.755815,37024,0.0,1,2015-01-09,True,EVnetNL,De Bolkshoek,De Bolkshoek,Borne,POINT (6.755815 52.299615),Overijssel
4657,52.299443,6.758378,37022,0.0,1,2015-01-09,True,EVnetNL,De Koem,De Koem,Borne,POINT (6.758378 52.299443),Overijssel
4659,52.299175,6.748551,37020,0.0,2,2015-01-09,True,EVnetNL,RWH Hofstede Crullstraat 51,RWH Hofstede Crullstraat 51,Borne,POINT (6.748551 52.299175),Overijssel
4661,52.29862,6.92855,37015,0.0,1,2015-01-09,True,EV-Box,Schuttersveldstraat 22-TR,Schuttersveldstraat 22-TR,Oldenzaal,POINT (6.92855 52.29862),Overijssel
4663,52.29822,6.75123,37013,0.0,1,2015-01-09,True,EV-Box,Stationsstraat 37,Stationsstraat 37,Borne,POINT (6.75123 52.29822),Overijssel
4670,52.29649,6.39415,37004,0.0,1,2015-01-09,True,EV-Box,Raalterweg 38,Raalterweg 38,Rijssen-Holten,POINT (6.39415 52.29649),Overijssel
4672,52.295827,6.805848,37001,0.0,2,2015-01-09,True,EVnetNL,Straatsburg 102,Straatsburg 102,Hengelo,POINT (6.805848 52.295827),Overijssel
4674,52.295639,6.579716,36998,0.0,2,2015-01-09,True,EVnetNL,Reggestraat 100,Reggestraat 100,Wierden,POINT (6.579716 52.295639),Overijssel
4687,52.292331,6.812315,36977,0.0,2,2015-01-09,True,EVnetNL,Binnenveldweg 12,Binnenveldweg 12,Hengelo,POINT (6.812315 52.292331),Overijssel
4701,52.289971,6.145933,36956,0.0,2,2015-01-09,True,EVnetNL,Roeterdsweg 2,Roeterdsweg 2,Deventer,POINT (6.145933 52.289971),Overijssel
4709,52.2862319946289,6.77440500259399,36940,0.0,1,2015-01-09,True,The New Motion (BE),Bornsestraat 400,Bornsestraat 400,Hengelo,POINT (6.77440500259399 52.2862319946289),Overijssel
4710,52.28559,6.76638,36939,0.0,1,2015-01-09,True,EV-Box,Expolaan 50,Expolaan 50,Hengelo,POINT (6.76638 52.28559),Overijssel
4711,52.285435,6.778872,36937,0.0,1,2015-01-09,True,EVnetNL,Lintelerweg 60A,Lintelerweg 60A,Hengelo,POINT (6.778872 52.285435),Overijssel
4714,52.282877,6.422142,36930,0.0,1,2015-01-09,True,EVnetNL,Zwartepad 14,Zwartepad 14,Rijssen-Holten,POINT (6.422142 52.282877),Overijssel
4738,52.27277,6.80628,36889,0.0,1,2015-01-09,True,EV-Box,Havezatenlaan 1-13,Havezatenlaan 1-13,Hengelo,POINT (6.80628 52.27277),Overijssel
4749,52.2697585,6.7858467,36871,0.0,1,2015-01-09,True,The New Motion (BE),Hampshire 13,Hampshire 13,Hengelo,POINT (6.7858467 52.2697585),Overijssel
4753,52.268409,6.165022,36866,0.0,2,2015-01-09,True,EVnetNL,Margijnenenk 267,Margijnenenk 267,Deventer,POINT (6.165022 52.268409),Overijssel
4755,52.267861,6.192651,36862,0.0,2,2015-01-09,True,EVnetNL,Pastoorsdijk 7,Pastoorsdijk 7,Deventer,POINT (6.192651 52.267861),Overijssel
4760,52.266564,6.786984,36857,0.0,1,2015-01-09,True,EVnetNL,Mitchamplein 3-I,Mitchamplein 3-I,Hengelo,POINT (6.786984 52.266564),Overijssel
4761,52.265912,6.796111,36853,0.0,1,2015-01-09,True,EVnetNL,de Wetstraat 27,de Wetstraat 27,Hengelo,POINT (6.796111 52.265912),Overijssel
4762,52.265698,6.21422,36850,0.0,1,2015-01-09,True,(Unknown Operator),Kaspar Karsenstraat 42,Kaspar Karsenstraat 42,Deventer,POINT (6.21422 52.265698),Overijssel
4769,52.2633676,6.7910226,36837,0.0,1,2015-01-09,True,EV-Box,Marskant 5,Marskant 5,Hengelo,POINT (6.7910226 52.2633676),Overijssel
4770,52.2629585266113,6.71831750869751,36836,0.0,1,2015-01-09,True,The New Motion (BE),Hengelosestraat,Hengelosestraat,Hof Van Twente,POINT (6.71831750869751 52.2629585266113),Overijssel
4771,52.262715,6.152369,36835,0.0,2,2015-01-09,True,EVnetNL,Boxbergerweg 109F-2,Boxbergerweg 109F-2,Deventer,POINT (6.152369 52.262715),Overijssel
4780,52.259447,6.787142,36821,0.0,2,2015-01-09,True,EVnetNL,Willem de Clercqstraat 25,Willem de Clercqstraat 25,Hengelo,POINT (6.787142 52.259447),Overijssel
4785,52.258309,6.807218,36813,0.0,2,2015-01-09,True,EVnetNL,Enschedesestraat 218A,Enschedesestraat 218A,Hengelo,POINT (6.807218 52.258309),Overijssel
4788,52.257244,6.165239,36809,0.0,2,2015-01-09,True,EVnetNL,Beestenmarkt,Beestenmarkt,Deventer,POINT (6.165239 52.257244),Overijssel
4789,52.25748,6.23034,36808,0.0,1,2015-01-09,True,EV-Box,Adriaen de Vrieslaan 9,Adriaen de Vrieslaan 9,Deventer,POINT (6.23034 52.25748),Overijssel
4792,52.255894,6.150935,36802,0.0,2,2015-01-09,True,EVnetNL,van Twickelostraat,van Twickelostraat,Deventer,POINT (6.150935 52.255894),Overijssel
4796,52.25496782500327,6.4349034318771725,36797,0.3426,1,2015-01-09,True,Allego BV,AC Holten  ,Langstraat 22,Holten,POINT (6.434903431877173 52.25496782500327),Overijssel
4799,52.2544860839844,6.43402290344238,36792,0.0,1,2015-01-09,True,The New Motion (BE),A1,A1,Rijssen-Holten,POINT (6.43402290344238 52.2544860839844),Overijssel
4808,52.249463,6.285,36781,0.0,2,2015-01-09,True,EVnetNL,Brink,Brink,Deventer,POINT (6.285 52.249463),Overijssel
4809,52.248349,6.213208,36780,0.0,2,2015-01-09,True,EVnetNL,Flora 259,Flora 259,Deventer,POINT (6.213208 52.248349),Overijssel
4812,52.2451972961426,6.20062971115112,36774,0.0,1,2015-01-09,True,The New Motion (BE),Dortmundstraat 30,Dortmundstraat 30,Deventer,POINT (6.20062971115112 52.2451972961426),Overijssel
4813,52.244715,6.212616,36773,0.0,2,2015-01-09,True,EVnetNL,Maretak 7,Maretak 7,Deventer,POINT (6.212616 52.244715),Overijssel
4814,52.243141605863,6.7635172605515,36769,0.0,1,2015-01-09,True,(Unknown Operator),Zilverstraat 5,Zilverstraat 5,Hengelo,POINT (6.7635172605515 52.243141605863),Overijssel
4817,52.2418022155762,6.20534086227417,36764,0.0,1,2015-01-09,True,The New Motion (BE),Tartustraat 1,Tartustraat 1,Deventer,POINT (6.20534086227417 52.2418022155762),Overijssel
4818,52.241468,6.780176,36762,0.0,2,2015-01-09,True,EVnetNL,Onyxstraat 4,Onyxstraat 4,Hengelo,POINT (6.780176 52.241468),Overijssel
4821,52.24092,6.7658658,36758,0.0,1,2015-01-09,True,EV-Box,Amarilstraat 26,Amarilstraat 26,Hengelo,POINT (6.7658658 52.24092),Overijssel
4823,52.24046,6.84121,36753,0.0,1,2015-01-09,True,EV-Box,Hengelosestraat,Hengelosestraat,Enschede,POINT (6.84121 52.24046),Overijssel
4824,52.240118,6.779421,36750,0.0,2,2015-01-09,True,EVnetNL,Diamantstraat 26,Diamantstraat 26,Hengelo,POINT (6.779421 52.240118),Overijssel
4827,52.2395629882812,6.85404205322266,36747,0.0,2,2015-01-09,True,The New Motion (BE),Oude Drienerloweg,Oude Drienerloweg,Enschede,POINT (6.85404205322266 52.2395629882812),Overijssel
4828,52.2395095825195,6.84100532531738,36746,0.0,1,2015-01-09,True,The New Motion (BE),Capitool 10,Capitool 10,Enschede,POINT (6.84100532531738 52.2395095825195),Overijssel
4829,52.2393972445904,6.85009908676148,36745,0.0,2,2015-01-09,True,The New Motion (BE),Drienerbeeklaan,Drienerbeeklaan,Enschede,POINT (6.85009908676148 52.2393972445904),Overijssel
4832,52.2380714416504,6.83420848846436,36739,0.0,1,2015-01-09,True,The New Motion (BE),Colosseum 80,Colosseum 80,Enschede,POINT (6.83420848846436 52.2380714416504),Overijssel
4834,52.23766653209,6.7681092023849,36736,0.0,1,2015-01-09,True,(Unknown Operator),Aquamarijnstraat 104,Aquamarijnstraat 104,Hengelo,POINT (6.7681092023849 52.23766653209),Overijssel
